utc	event	phase	goal	detail
2026-08-06T18:33:55.300Z	end	select	apply-tool-command	
2026-08-06T18:33:55.330Z	start	implement	apply-tool-command	
2026-08-06T19:37:05.865Z	end	implement	apply-tool-command	
2026-08-06T19:37:05.896Z	start	review	apply-tool-command	
2026-08-06T20:34:11.026Z	end	review	apply-tool-command	
2026-08-06T20:37:34.159Z	start	select		
2026-08-06T20:56:53.234Z	end	select	monsters-deferral-sweep	
2026-08-06T20:56:53.261Z	start	implement	monsters-deferral-sweep	
2026-08-07T00:57:58.599Z	end	implement	monsters-deferral-sweep	
2026-08-07T00:59:15.267Z	start	select		
2026-08-07T01:22:06.868Z	end	select	options	
2026-08-07T01:22:06.898Z	start	implement	options	
2026-08-07T04:24:45.897Z	end	review	options	
2026-08-07T04:24:45.928Z	start	implement	options	
2026-08-07T11:06:45.755Z	end	implement	options	
2026-08-07T11:29:25.563Z	start	select		
2026-08-07T12:03:35.867Z	end	select	twoweapon-command	
2026-08-07T12:03:35.899Z	start	implement	twoweapon-command	
2026-08-07T15:11:56.864Z	end	implement	twoweapon-command	
2026-08-07T15:34:25.605Z	start	select		
2026-08-07T16:12:04.113Z	end	select	chat-command	
2026-08-07T16:12:04.141Z	start	implement	chat-command	
2026-08-07T17:12:57.503Z	end	implement	chat-command	
2026-08-07T17:38:17.647Z	end	select	commands-deferral-sweep-2	
2026-08-07T17:38:17.678Z	start	implement	commands-deferral-sweep-2	
2026-08-07T17:38:26.733Z	end	select	commands-deferral-sweep-2	
2026-08-07T17:38:26.763Z	start	implement	commands-deferral-sweep-2	
2026-08-07T18:44:04.375Z	end	implement	commands-deferral-sweep-2	
2026-08-07T18:44:59.531Z	end	select	hero-combat	
2026-08-07T18:44:59.561Z	start	implement	hero-combat	
2026-08-07T18:45:54.710Z	end	select	hero-combat	
2026-08-07T18:45:54.738Z	start	implement	hero-combat	
2026-08-08T11:00:04.502Z	end	implement	hero-combat	
2026-08-08T11:23:55.814Z	end	select	enhance-command	
2026-08-08T11:23:55.846Z	start	implement	enhance-command	
2026-08-08T12:08:37.215Z	end	implement	enhance-command	
2026-08-08T12:32:05.445Z	end	select	trap-activation	
2026-08-08T12:32:05.481Z	start	implement	trap-activation	
2026-08-08T17:30:13.489Z	end	implement	trap-activation	
2026-08-08T18:01:31.201Z	end	select	armor-takeoff	
2026-08-08T18:01:31.231Z	start	implement	armor-takeoff	
2026-08-08T20:55:36.834Z	end	implement	armor-takeoff	
2026-08-08T21:34:19.510Z	end	select	objects-deferral-sweep	
2026-08-08T21:34:19.540Z	start	implement	objects-deferral-sweep	
2026-08-08T22:45:57.144Z	end	implement	objects-deferral-sweep	
2026-08-08T23:32:18.131Z	end	select	drop-command	
2026-08-08T23:32:18.168Z	start	implement	drop-command	
2026-08-09T01:14:53.651Z	end	implement	drop-command	
2026-08-09T05:36:20.926Z	end	select	reachable-refusal-escapes	
2026-08-09T05:36:20.959Z	start	implement	reachable-refusal-escapes	
2026-08-09T08:45:35.846Z	end	implement	reachable-refusal-escapes	
2026-08-10T01:16:41.640Z	start	select		
2026-08-10T01:38:13.864Z	end	select	pickup-command	
2026-08-10T01:38:31.662Z	start	implement	pickup-command	
2026-08-10T02:10:29.756Z	end	implement	pickup-command	
2026-08-10T02:12:11.157Z	start	select	pickup-command	
2026-08-10T02:23:37.471Z	end	select	pickup-command	
2026-08-10T02:23:47.734Z	start	implement	pickup-command	
2026-08-10T03:20:43.528Z	end	implement	pickup-command	
2026-08-10T03:22:17.034Z	start	review	pickup-command	
2026-08-10T04:30:27.891Z	end	review	pickup-command	
2026-08-10T04:32:50.035Z	start	select		
2026-08-10T04:54:00.829Z	end	select	force-fight-command	
2026-08-10T04:54:26.166Z	start	implement	force-fight-command	
2026-08-10T06:07:18.431Z	end	implement	force-fight-command	
2026-08-10T06:08:50.426Z	start	select	force-fight-command	
2026-08-10T06:16:59.233Z	end	select	force-fight-command	
2026-08-10T06:16:59.280Z	start	implement	force-fight-command	
2026-08-10T06:38:37.986Z	end	implement	force-fight-command	
2026-08-10T06:40:14.740Z	start	review	force-fight-command	
2026-08-10T07:48:43.588Z	end	review	force-fight-command	
2026-08-10T08:11:21.875Z	start	select		
2026-08-10T08:19:46.845Z	end	select	commands-deferral-sweep-3	
2026-08-10T08:19:59.116Z	start	implement	commands-deferral-sweep-3	
2026-08-10T08:46:57.399Z	end	implement	commands-deferral-sweep-3	
2026-08-10T08:48:41.878Z	start	implement	commands-deferral-sweep-3	
2026-08-10T09:13:46.783Z	end	implement	commands-deferral-sweep-3	
2026-08-10T09:17:21.005Z	start	implement	commands-deferral-sweep-3	
2026-08-10T09:46:26.552Z	end	implement	commands-deferral-sweep-3	
2026-08-10T09:48:29.631Z	start	implement	commands-deferral-sweep-3	
2026-08-10T10:41:09.885Z	end	implement	commands-deferral-sweep-3	
2026-08-10T10:44:23.558Z	start	implement	commands-deferral-sweep-3	
2026-08-10T11:05:13.402Z	end	implement	commands-deferral-sweep-3	
2026-08-10T11:06:54.964Z	start	review	commands-deferral-sweep-3	
2026-08-10T12:03:59.388Z	end	review	commands-deferral-sweep-3	
2026-08-10T12:04:56.730Z	start	select		
2026-08-10T12:13:59.352Z	end	select	monsters-deferral-sweep-2	
2026-08-10T12:14:14.343Z	start	implement	monsters-deferral-sweep-2	
2026-08-10T13:11:12.722Z	end	implement	monsters-deferral-sweep-2	
2026-08-10T13:13:09.976Z	start	review	monsters-deferral-sweep-2	
2026-08-10T13:57:41.702Z	end	review	monsters-deferral-sweep-2	
2026-08-10T13:58:46.604Z	start	select		
2026-08-10T14:15:23.439Z	end	select	wish-name-resolution	
2026-08-10T14:15:40.300Z	start	implement	wish-name-resolution	
2026-08-10T15:59:02.649Z	end	implement	wish-name-resolution	
2026-08-10T16:00:36.167Z	start	review	wish-name-resolution	
2026-08-10T17:11:42.279Z	end	review	wish-name-resolution	
2026-08-10T17:12:40.496Z	start	select		
2026-08-10T17:58:08.310Z	end	select	movement-while-riding	
2026-08-10T17:58:25.862Z	start	implement	movement-while-riding	
2026-08-10T18:52:47.480Z	end	implement	movement-while-riding	
2026-08-10T18:54:41.769Z	start	review	movement-while-riding	
2026-08-10T20:16:22.799Z	end	review	movement-while-riding	
2026-08-10T20:16:59.097Z	start	select		
2026-08-10T21:00:40.025Z	end	select	options-simple-menu	
2026-08-10T21:00:59.789Z	start	implement	options-simple-menu	
2026-08-10T22:46:12.099Z	end	implement	options-simple-menu	
2026-08-10T22:48:16.985Z	start	select	options-simple-menu	
2026-08-10T23:00:45.912Z	end	select	options-simple-menu	
2026-08-10T23:00:45.955Z	start	implement	options-simple-menu	
2026-08-10T23:43:46.462Z	end	implement	options-simple-menu	
2026-08-10T23:43:59.296Z	start	review	options-simple-menu	
2026-08-11T01:29:33.671Z	end	review	options-simple-menu	
2026-08-11T01:30:21.242Z	start	select		
2026-08-11T02:12:50.180Z	end	select	pray-command	
2026-08-11T02:13:08.547Z	start	implement	pray-command	
2026-08-11T04:25:12.763Z	end	implement	pray-command	
2026-08-11T04:25:49.657Z	start	select	pray-command	
2026-08-11T04:37:12.080Z	end	select	pray-command	
2026-08-11T04:37:12.108Z	start	implement	pray-command	
2026-08-11T05:52:02.547Z	end	implement	pray-command	
2026-08-11T05:53:58.575Z	start	review	pray-command	
2026-08-11T07:22:33.125Z	end	review	pray-command	
2026-08-11T07:27:56.286Z	start	select		
2026-08-11T08:00:33.621Z	end	select	objects-deferral-sweep-2	
2026-08-11T08:01:18.150Z	start	select	objects-deferral-sweep-2	
2026-08-11T08:12:12.568Z	end	select	objects-deferral-sweep-2	
2026-08-11T08:12:12.596Z	start	implement	objects-deferral-sweep-2	
2026-08-11T08:53:04.996Z	end	implement	objects-deferral-sweep-2	
2026-08-11T08:53:47.960Z	start	select	objects-deferral-sweep-2	
2026-08-11T09:05:04.544Z	end	select	objects-deferral-sweep-2	
2026-08-11T09:05:04.576Z	start	implement	objects-deferral-sweep-2	
2026-08-11T09:41:09.383Z	end	implement	objects-deferral-sweep-2	
2026-08-11T09:41:20.203Z	start	select	objects-deferral-sweep-2	
2026-08-11T09:53:37.388Z	end	select	objects-deferral-sweep-2	
2026-08-11T09:53:37.419Z	start	implement	objects-deferral-sweep-2	
2026-08-11T10:44:00.490Z	end	implement	objects-deferral-sweep-2	
2026-08-11T10:44:18.704Z	start	select	objects-deferral-sweep-2	
2026-08-11T10:57:18.606Z	end	select	objects-deferral-sweep-2	
2026-08-11T10:57:18.634Z	start	implement	objects-deferral-sweep-2	
2026-08-11T11:44:17.816Z	end	implement	objects-deferral-sweep-2	
2026-08-11T11:44:25.541Z	start	select	objects-deferral-sweep-2	
2026-08-11T12:01:17.841Z	end	select	objects-deferral-sweep-2	
2026-08-11T12:01:17.870Z	start	implement	objects-deferral-sweep-2	
2026-08-11T12:58:47.245Z	end	implement	objects-deferral-sweep-2	
2026-08-11T13:00:10.884Z	start	review	objects-deferral-sweep-2	
2026-08-11T14:41:45.779Z	end	review	objects-deferral-sweep-2	
2026-08-11T14:43:48.095Z	start	select		
2026-08-11T15:23:48.677Z	end	select	monster-drops-equipped-gear	
2026-08-11T15:23:58.677Z	start	select	monster-drops-equipped-gear	
2026-08-11T15:36:09.835Z	end	select	monster-drops-equipped-gear	
2026-08-11T15:36:09.870Z	start	implement	monster-drops-equipped-gear	
2026-08-11T16:14:16.077Z	end	implement	monster-drops-equipped-gear	
2026-08-11T16:15:51.670Z	start	review	monster-drops-equipped-gear	
2026-08-11T17:36:30.322Z	end	review	monster-drops-equipped-gear	
2026-08-11T17:38:08.238Z	start	select		
2026-08-11T18:12:44.625Z	end	select	zap-command	
2026-08-11T18:12:53.003Z	start	select	zap-command	
2026-08-11T18:26:10.685Z	end	select	zap-command	
2026-08-11T18:26:10.718Z	start	implement	zap-command	
2026-08-11T19:15:58.191Z	end	implement	zap-command	
2026-08-11T19:15:58.221Z	start	select	zap-command	
2026-08-11T19:31:19.636Z	end	select	zap-command	
2026-08-11T19:31:19.668Z	start	implement	zap-command	
2026-08-11T20:04:59.773Z	end	implement	zap-command	
2026-08-11T20:05:24.331Z	start	review	zap-command	
2026-08-11T21:13:05.014Z	end	review	zap-command	
2026-08-11T21:16:11.905Z	start	select		
2026-08-11T21:41:03.563Z	end	select	pet-step-onto-cursed-object	
2026-08-11T21:41:12.299Z	start	select	pet-step-onto-cursed-object	
2026-08-11T21:52:00.396Z	end	select	pet-step-onto-cursed-object	
2026-08-11T21:52:00.425Z	start	implement	pet-step-onto-cursed-object	
2026-08-12T05:58:48.027Z	start	select	sit-command	directed goal; slice division only
2026-08-12T06:09:02.140Z	end	select	sit-command	one slice; six corrections to the queued record
2026-08-12T06:09:02.170Z	start	implement	sit-command	
2026-08-12T07:40:58.227Z	end	implement	sit-command	sit slice closed at e6c2135; the next slice selection ran after it
2026-08-12T07:40:58.257Z	start	implement	sit-command	two-weapon suffix
2026-08-13T04:06:17.045Z	start	select		
2026-08-13T04:20:49.472Z	end	select		
2026-08-13T04:20:49.501Z	start	implement	objects-deferral-sweep-3	
2026-08-13T06:11:04.988Z	end	implement	objects-deferral-sweep-3	fprefx Mac-arm slice closed at 2bba12d; screens 1512 to 1513
2026-08-13T06:11:05.016Z	start	implement	objects-deferral-sweep-3	dothrow guard narrowings
2026-08-13T07:03:06.883Z	end	implement	objects-deferral-sweep-3	dothrow guard narrowings closed at 1f3e323; screens held at 1513
2026-08-13T07:03:06.913Z	start	implement	objects-deferral-sweep-3	two-weapon stacked primary
2026-08-13T07:22:33.532Z	end	implement	objects-deferral-sweep-3	two-weapon case closed at 7ae4ef6; all three slices closed
2026-08-13T07:22:33.559Z	start	review	objects-deferral-sweep-3	full correctness pass over 07c6d4b7..7ae4ef6
2026-08-13T08:14:30.721Z	end	review	objects-deferral-sweep-3	full correctness pass recorded through eb3a084; 8 confirmed, 0 production defects
2026-08-13T08:39:53.134Z	start	select		
2026-08-13T09:23:55.882Z	end	select		
2026-08-13T09:23:55.910Z	start	implement	bear-trap-capture	monster caught in a bear trap
2026-08-13T10:15:45.807Z	end	implement	bear-trap-capture	monster catch closed at ecc8fb9; screens 1513 to 1525
2026-08-13T10:15:45.835Z	start	implement	bear-trap-capture	trapped monster turns and escape
2026-08-13T10:57:12.330Z	end	implement	bear-trap-capture	trapped turns and escape closed at 09650f9; screens 1525 to 1530
2026-08-13T10:57:12.360Z	start	implement	bear-trap-capture	heal_legs, the 120-step payer
2026-08-13T11:44:15.587Z	end	implement	bear-trap-capture	heal_legs closed at 937aa31; screens 1530 to 1531, forecast 120
2026-08-13T11:44:15.614Z	start	review	bear-trap-capture	full correctness pass over the goal
2026-08-13T14:23:00.188Z	end	review	bear-trap-capture	full correctness pass recorded through e211e5e; 13 confirmed, 6 applied, 7 deferred
2026-08-13T14:45:31.808Z	start	select		
2026-08-13T15:01:59.796Z	end	select		
2026-08-13T15:01:59.824Z	start	implement	display-deferral-sweep	newsym mtrapped write
2026-08-13T15:57:56.066Z	end	implement	display-deferral-sweep	newsym mtrapped write closed at a6b2a82; screens held at 1531
2026-08-13T15:57:56.107Z	start	implement	display-deferral-sweep	bot_disabled status rows, the 7-screen payer
2026-08-13T16:46:07.062Z	end	implement	display-deferral-sweep	bot_disabled closed at 268f695; screens 1531 to 1538
2026-08-13T16:46:07.089Z	start	review	display-deferral-sweep	full correctness pass over the sweep
2026-08-13T18:49:50.985Z	end	review	display-deferral-sweep	full correctness pass recorded through b035d79; 7 confirmed, 3 applied, 4 deferred
2026-08-13T18:55:56.688Z	start	review		scoped simplification pass over eb3a084..3ffdb94ecee20f603a0a0ca8cb9f25a6387d96fe
2026-08-13T20:10:20.238Z	end	review		scoped simplification pass over eb3a084..3ffdb94; 28 raw, 23 deduplicated, 10 confirmed, 4 applied through 43a5171, 6 deferred, 13 rejected; not recordable in the ledger, whose simplification frontier stands at e153d07
2026-08-13T20:10:20.268Z	start	select		no goal queued; the last close was a sweep, so a boundary port comes next
2026-08-13T20:26:42.902Z	end	select	armor-wear	armor-wear opened; forecast 0 development steps by construction, the Q6 experiment
2026-08-13T20:36:56.150Z	start	implement	armor-wear	wear-zero-delay-shield: W through canwearobj(), setworn(W_ARMS), unmul("") and Shield_on()
2026-08-13T21:58:30.891Z	end	implement	armor-wear	wear-zero-delay-shield closed at 8c55d3f; score unchanged at 1538 screens, the goal's forecast
2026-08-13T22:07:32.276Z	start	review	armor-wear	full correctness pass over b035d790..8c55d3f, at the slice boundary before the gate forces one mid-slice
2026-08-13T23:08:16.107Z	end	review	armor-wear	full correctness pass recorded through fc56134; 22 raw, 19 deduplicated, 13 confirmed, 5 applied at e3d1ecb, 8 deferred, 6 rejected
2026-08-13T23:29:21.220Z	start	select	armor-wear	second slice of armor-wear
2026-08-13T23:36:53.196Z	end	select	armor-wear	wear-delayed-suit queued: Armor_on() and the nomul(-oc_delay) fork
2026-08-13T23:36:53.227Z	start	implement	armor-wear	wear-delayed-suit: W on a suit through nomul(-oc_delay), unmul() and Armor_on()
2026-08-14T00:17:05.212Z	end	implement	armor-wear	wear-delayed-suit closed at 5f91702; score unchanged at 1538 screens, the goal's forecast
2026-08-14T00:25:45.440Z	start	select	armor-wear	third slice of armor-wear
2026-08-14T00:36:23.498Z	end	select	armor-wear	wear-cloak-and-shirt queued; grouping plan: helmet next, then gloves and boots
2026-08-14T00:36:23.526Z	start	implement	armor-wear	wear-cloak-and-shirt: Cloak_on() bare-break arms and Shirt_on() whole
2026-08-14T01:14:02.442Z	end	implement	armor-wear	wear-cloak-and-shirt closed at 6595460; score unchanged at 1538 screens, the goal's forecast
2026-08-14T01:35:20.645Z	start	select	armor-wear	fourth slice of armor-wear
2026-08-14T01:47:35.621Z	end	select	armor-wear	wear-helmet queued; FEDORA's change_luck settled on the RNG log through lock.c rnl(20)
2026-08-14T01:47:35.648Z	start	implement	armor-wear	wear-helmet: Helmet_on() with seven ported labels and five refused
2026-08-14T02:44:52.910Z	end	implement	armor-wear	wear-helmet closed at 7ddbe6c; found and fixed the Archeologist's missing startup Luck
2026-08-14T03:06:16.017Z	start	select	armor-wear	fifth slice of armor-wear
2026-08-14T03:16:17.496Z	end	select	armor-wear	wear-gloves-and-boots queued; expected to close the goal
2026-08-14T03:16:17.535Z	start	implement	armor-wear	wear-gloves-and-boots: Boots_on() and the two remaining slot cases
2026-08-14T04:02:15.156Z	end	implement	armor-wear	wear-gloves-and-boots closed at 93ee77d; all seven armor slots live
2026-08-14T04:04:06.526Z	start	review	armor-wear	goal-closing correctness pass over fc56134..21ef982, the four unreviewed slices
2026-08-14T04:45:21.622Z	end	review	armor-wear	goal-closing correctness pass recorded through 21ef982; 26 raw, 19 deduplicated, 15 confirmed, 10 applied, 5 deferred, 4 rejected
2026-08-14T05:27:53.765Z	start	select		unlocks-0 disambiguation goal, user-approved; sweep queued after it
2026-08-14T05:46:35.191Z	end	select	throw-command	throw-command opened; disambiguation run, forecast 0 by construction
2026-08-14T05:57:46.117Z	start	implement	throw-command	throw-command-front-end: dothrow(), throw_ok() and uslinging()
2026-08-14T06:55:52.482Z	end	implement	throw-command	throw-command-front-end closed at ec1a0f0; t reaches the live throwit()
2026-08-14T07:12:30.560Z	start	select	throw-command	second slice: throw_gold()
2026-08-14T07:28:12.409Z	end	select	throw-command	throw-command-gold queued; the no-starting-gold premise was wrong, Healer and Tourist both start with it
2026-08-14T07:28:12.467Z	start	implement	throw-command	throw-command-gold: throw_gold() whole plus dungeon.c ceiling()
2026-08-14T08:14:52.719Z	end	implement	throw-command	throw-command-gold closed at 5490a10; t has no refusal of its own left
2026-08-14T08:15:51.473Z	start	review	throw-command	goal-closing correctness pass over 21ef982..d114520a3f565a6329a5cd07f022289ee0313862
2026-08-14T09:13:13.996Z	end	review	throw-command	goal-closing pass recorded through d114520; 19 raw, 17 deduplicated, 11 confirmed, 6 applied, 5 deferred, 6 rejected
2026-08-14T09:31:43.354Z	start	select		sweep goal, user-scheduled after throw-command
2026-08-14T09:47:00.412Z	end	select	objects-deferral-sweep-4	objects-deferral-sweep-4 opened; 22 counted read, 6 to close in 2 slices, 3 re-blocked
2026-08-14T09:47:00.444Z	start	implement	objects-deferral-sweep-4	weptool-charge-suffix
2026-08-14T10:16:42.894Z	end	implement	objects-deferral-sweep-4	weptool-charge-suffix closed at bbf4515; the area's silent divergence is gone
2026-08-14T10:16:42.927Z	start	implement	objects-deferral-sweep-4	wear-armor-test-gaps: five entries in scripts/wear-armor.test.mjs
2026-08-14T10:45:02.595Z	end	implement	objects-deferral-sweep-4	wear-armor-test-gaps closed at df9fe1c; all six closable entries resolved
2026-08-14T10:45:51.049Z	start	review	objects-deferral-sweep-4	goal-closing correctness pass over d114520..0d7678c4b24ac325660b63d3941376c26f250195
2026-08-14T11:46:09.794Z	end	review	objects-deferral-sweep-4	goal-closing pass recorded through 0d7678c; 17 raw, 10 deduplicated, 9 confirmed, 9 applied, 1 rejected
2026-08-14T12:03:23.683Z	start	select		boundary port after the sweep
2026-08-14T12:17:00.915Z	end	select	monster-melee-attack	monster-melee-attack opened; forecast 119 capped steps, census settled first
2026-08-14T12:29:43.485Z	start	implement	monster-melee-attack	monster-melee-miss: mattacku() through both arms' to-hit tests and missmu()
2026-08-14T14:12:27.836Z	end	implement	monster-melee-attack	monster-melee-miss closed at e99760b; development 1538 to 1577 screens, the forecast 39 exactly
2026-08-14T14:29:17.245Z	start	review	monster-melee-attack	gate DUE at 1074/1000 lines; correctness pass over 0d7678c..2be53e4a3ad91647d70605ad98bf4f34727fd02a before slice 2
2026-08-14T15:39:25.696Z	end	review	monster-melee-attack	gate-triggered pass recorded through 2be53e4; 21 raw, 21 deduplicated, 19 confirmed, 7 applied, 12 deferred, 2 rejected
2026-08-14T15:55:24.105Z	start	select	monster-melee-attack	second slice: the landing hit
2026-08-14T16:07:48.412Z	end	select	monster-melee-attack	monster-melee-hit-elec queued; AD_ELEC alone, AD_PHYS deferred to slice 3
2026-08-14T16:07:48.445Z	start	implement	monster-melee-attack	monster-melee-hit-elec: hitmu() through mhitm_ad_elec()
2026-08-14T17:28:08.861Z	end	implement	monster-melee-attack	monster-melee-hit-elec closed at b2ec1be; development 1577 to 1657 screens, the full forecast 80
2026-08-14T17:57:50.729Z	start	select	monster-melee-attack	third slice: the AD_PHYS arm
2026-08-14T17:57:50.760Z	end	select	monster-melee-attack	monster-melee-hit-phys queued; hand-to-hand only, AT_WEAP is the fail-closed edge; census forecast 0
2026-08-14T17:57:50.832Z	start	implement	monster-melee-attack	monster-melee-hit-phys: mhitm_ad_phys()'s mdef arm, hand to hand
2026-08-14T19:04:25.291Z	end	implement	monster-melee-attack	monster-melee-hit-phys closed at 28c62d0; development unmoved at 1657 screens, the forecast of zero
2026-08-14T20:48:32.128Z	start	review	monster-melee-attack	goal-closing pass over 2be53e4..d0612ef; rows appended after the fact, measured wall time 2880s from workflow wf_91e41c86-d13
2026-08-14T20:48:32.157Z	end	review	monster-melee-attack	9 of 15 confirmed, 9 applied, no production defect; recorded at 28ee8bf
2026-08-14T21:11:00.718Z	start	implement	tests-deferral-burndown	five worktree-isolated lanes over 37 actionable tests deferrals
2026-08-14T22:13:10.010Z	end	implement	tests-deferral-burndown	five lanes closed 23 of 37, left 14 with reasons, filed 9 new; development unmoved
2026-08-14T22:56:36.613Z	start	select	counted-command-occupation	boundary port after a sweep; counted-command-occupation queued at 34 capped steps
2026-08-14T22:56:36.644Z	end	select	counted-command-occupation	runner-up pet melee at 19 capped, queued next
2026-08-14T23:07:08.799Z	start	implement	counted-command-occupation	count-prefix-admission: parse() owns the first byte; refusal moves to a committed count leaving multi > 0
2026-08-14T23:55:30.931Z	end	implement	counted-command-occupation	count-prefix-admission closed at 4c43663; screens 1657 to 1660, exactly the forecast, only the two predicted sessions moving
2026-08-15T00:11:47.040Z	start	implement	counted-command-occupation	counted-search-occupation: timed_occupation() and the rhack() install; forecast 31, all seed0004
2026-08-15T00:47:54.597Z	end	implement	counted-command-occupation	counted-search-occupation closed at 71af0a3; 14 of 31 forecast, seed0004 stopped by a corpse rot timer rather than reaching dopush()
2026-08-15T02:37:40.235Z	start	review	counted-command-occupation	goal-closing pass over d0612ef..1842f5e; rows appended after the fact, measured wall time 2440s for workflow wf_34cf3efa-e79 and 2116s for the fix agent
2026-08-15T02:37:40.265Z	end	review	counted-command-occupation	7 of 13 confirmed, 6 applied, 1 deferred, 5 rejected; one production defect and one revived refusal; recorded at 0fcfb88
2026-08-15T02:40:57.884Z	start	select		no goal queued after counted-command-occupation closed; the last goal was a boundary port, so a sweep is admissible
2026-08-15T02:51:01.253Z	end	select	startup-deferral-sweep	startup at 14 counted entries, all actionable and none blocked; monsters 16 and commands 11 declined on reading cost and on how much each clears
2026-08-15T02:51:29.827Z	start	implement	startup-deferral-sweep	startup-refusals-fail-closed: an initial-pickup refusal escapes runSegment and costs the whole segment
2026-08-15T03:34:18.153Z	end	implement	startup-deferral-sweep	startup-refusals-fail-closed closed at ccc27c8; score unchanged, two deferrals resolved, one scope entry filed for the same escape out of newgame()
2026-08-15T03:34:51.302Z	start	implement	startup-deferral-sweep	initial-pickup-engraving-call-site: read_engr_at() is already called at js/pickup.js:674, so the refusal may guard nothing
2026-08-15T04:08:54.652Z	end	implement	startup-deferral-sweep	initial-pickup-engraving-call-site closed at be84377; two lines deleted, one C save-subsystem divergence found and filed
2026-08-15T04:09:22.355Z	start	implement	startup-deferral-sweep	config-parser-residue: three small residues in options-config-error-and-parser-residue plus the pickup_burden parser
2026-08-15T04:54:54.692Z	end	implement	startup-deferral-sweep	config-parser-residue closed at 9157a82 over three commits; one residue was already fixed and needed a test, not production
2026-08-15T04:55:53.861Z	start	implement	startup-deferral-sweep	fixed-clock-literal-check: two test literals silently take the wall clock; the guard goes in a repo check, not in the ported getnow()
2026-08-15T05:24:05.783Z	end	implement	startup-deferral-sweep	fixed-clock-literal-check closed at c7baefa; js/ unchanged, check:fixed-datetime added under static sources
2026-08-15T05:24:24.234Z	start	implement	startup-deferral-sweep	non-fatal-config-error: optn_err and optn_silenterr let the game play on where the port throws
2026-08-15T07:29:27.920Z	end	implement	startup-deferral-sweep	non-fatal-config-error closed at 4b782b1; 837 insertions across five subsystems, three new deferrals filed
2026-08-15T07:48:23.228Z	start	implement	startup-deferral-sweep	
2026-08-15T08:31:52.093Z	end	implement	startup-deferral-sweep	
2026-08-15T08:32:24.442Z	start	implement	startup-deferral-sweep	
2026-08-15T09:09:32.168Z	end	implement	startup-deferral-sweep	
2026-08-15T09:09:56.027Z	start	select	startup-deferral-sweep	
2026-08-15T09:21:47.295Z	end	select	startup-deferral-sweep	
2026-08-15T09:21:47.323Z	start	implement	startup-deferral-sweep	
2026-08-15T10:16:53.386Z	end	implement	startup-deferral-sweep	
2026-08-15T10:19:01.998Z	start	review	startup-deferral-sweep	
2026-08-15T13:06:21.334Z	end	review	startup-deferral-sweep	
2026-08-15T13:06:50.957Z	start	select	startup-deferral-sweep	
2026-08-15T13:17:59.814Z	end	select	startup-deferral-sweep	
2026-08-15T13:17:59.841Z	start	implement	startup-deferral-sweep	
2026-08-15T14:51:59.793Z	end	implement	startup-deferral-sweep	
2026-08-15T14:53:02.941Z	start	select	startup-deferral-sweep	
2026-08-15T15:01:59.384Z	end	select	startup-deferral-sweep	
2026-08-15T15:01:59.411Z	start	implement	startup-deferral-sweep	
2026-08-15T15:29:43.126Z	end	implement	startup-deferral-sweep	
2026-08-15T15:30:00.621Z	start	select	startup-deferral-sweep	
2026-08-15T15:41:03.864Z	end	select	startup-deferral-sweep	
2026-08-15T15:41:03.893Z	start	implement	startup-deferral-sweep	
2026-08-15T16:31:32.583Z	end	implement	startup-deferral-sweep	
2026-08-15T16:31:51.615Z	start	select	startup-deferral-sweep	
2026-08-15T16:43:48.681Z	end	select	startup-deferral-sweep	
2026-08-15T16:43:48.710Z	start	implement	startup-deferral-sweep	
2026-08-15T18:13:37.788Z	end	implement	startup-deferral-sweep	
2026-08-15T18:13:55.045Z	start	review	startup-deferral-sweep	
2026-08-15T20:30:36.231Z	end	review	startup-deferral-sweep	
2026-08-15T20:30:42.128Z	start	select	startup-deferral-sweep	
2026-08-15T20:41:30.881Z	end	select	startup-deferral-sweep	
2026-08-15T20:41:30.914Z	start	implement	startup-deferral-sweep	
2026-08-15T21:50:06.147Z	end	implement	startup-deferral-sweep	
2026-08-15T21:50:27.439Z	start	select	startup-deferral-sweep	
2026-08-15T22:02:40.482Z	end	select	startup-deferral-sweep	
2026-08-15T22:02:40.511Z	start	implement	startup-deferral-sweep	
2026-08-15T22:37:06.469Z	end	implement	startup-deferral-sweep	
2026-08-15T23:03:26.625Z	start	select	startup-deferral-sweep	
2026-08-15T23:12:06.212Z	end	select	startup-deferral-sweep	
2026-08-15T23:12:06.240Z	start	implement	startup-deferral-sweep	
2026-08-16T00:03:25.879Z	end	implement	startup-deferral-sweep	
2026-08-16T00:03:47.137Z	start	review	startup-deferral-sweep	
2026-08-16T01:55:49.477Z	end	review	startup-deferral-sweep	
2026-08-16T02:17:20.920Z	start	select	startup-deferral-sweep	
2026-08-16T02:30:52.778Z	end	select	startup-deferral-sweep	
2026-08-16T02:30:52.808Z	start	implement	startup-deferral-sweep	
2026-08-16T03:12:24.198Z	end	implement	startup-deferral-sweep	
2026-08-16T03:12:48.486Z	start	select	startup-deferral-sweep	
2026-08-16T03:23:26.847Z	end	select	startup-deferral-sweep	
2026-08-16T03:23:26.876Z	start	implement	startup-deferral-sweep	
2026-08-16T04:13:12.865Z	end	implement	startup-deferral-sweep	
2026-08-16T04:14:07.988Z	start	review	startup-deferral-sweep	
2026-08-16T05:43:08.555Z	end	review	startup-deferral-sweep	
2026-08-16T05:44:07.364Z	end	select	startup-deferral-sweep	
2026-08-16T05:45:02.596Z	start	select		
